GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1000000US410170001001130,410170001001130,"Block 1130, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001131,410170001001131,"Block 1131, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001132,410170001001132,"Block 1132, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001133,410170001001133,"Block 1133, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001134,410170001001134,"Block 1134, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001135,410170001001135,"Block 1135, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001136,410170001001136,"Block 1136, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001137,410170001001137,"Block 1137, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001138,410170001001138,"Block 1138, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001139,410170001001139,"Block 1139, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001140,410170001001140,"Block 1140, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001141,410170001001141,"Block 1141, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001142,410170001001142,"Block 1142, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001143,410170001001143,"Block 1143, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001144,410170001001144,"Block 1144, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001145,410170001001145,"Block 1145, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001146,410170001001146,"Block 1146, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001147,410170001001147,"Block 1147, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001148,410170001001148,"Block 1148, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001149,410170001001149,"Block 1149, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001150,410170001001150,"Block 1150, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001151,410170001001151,"Block 1151, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001152,410170001001152,"Block 1152, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001153,410170001001153,"Block 1153, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001154,410170001001154,"Block 1154, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001155,410170001001155,"Block 1155, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001156,410170001001156,"Block 1156, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001157,410170001001157,"Block 1157, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001158,410170001001158,"Block 1158, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001159,410170001001159,"Block 1159, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001160,410170001001160,"Block 1160, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001161,410170001001161,"Block 1161, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001162,410170001001162,"Block 1162, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001163,410170001001163,"Block 1163, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001164,410170001001164,"Block 1164, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001165,410170001001165,"Block 1165, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001166,410170001001166,"Block 1166, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001167,410170001001167,"Block 1167, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001168,410170001001168,"Block 1168, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001169,410170001001169,"Block 1169, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001170,410170001001170,"Block 1170, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001171,410170001001171,"Block 1171, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001172,410170001001172,"Block 1172, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001173,410170001001173,"Block 1173, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001174,410170001001174,"Block 1174, Block Group 1, Census Tract 1, Deschutes County, Oregon",2
1000000US410170001001175,410170001001175,"Block 1175, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001176,410170001001176,"Block 1176, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
1000000US410170001001177,410170001001177,"Block 1177, Block Group 1, Census Tract 1, Deschutes County, Oregon",0
